Year,Month,Line Name,Former Name,Line Category,Avg. Daily Boardings (Weekday),Avg. Daily Boardings (Saturday),Avg. Daily Boardings (Sunday),line_name
2009,1,A Line,Blue Line,Train,74803.0,54625.0,52625.0,801
2009,2,A Line,Blue Line,Train,74271.0,55165.0,52897.0,801
2009,3,A Line,Blue Line,Train,79412.0,60438.0,55933.0,801
2009,4,A Line,Blue Line,Train,80520.0,64486.0,59387.0,801
2009,5,A Line,Blue Line,Train,80175.0,60359.0,55693.0,801
2009,6,A Line,Blue Line,Train,81806.0,57280.0,50819.0,801
2009,7,A Line,Blue Line,Train,82234.0,58606.0,55083.0,801
2009,8,A Line,Blue Line,Train,79230.0,59411.0,54423.0,801
2009,9,A Line,Blue Line,Train,78955.0,58162.0,48118.0,801
2009,10,A Line,Blue Line,Train,74311.0,56648.0,49766.0,801
2009,11,A Line,Blue Line,Train,73048.0,48879.0,44068.0,801
2009,12,A Line,Blue Line,Train,70765.0,47735.0,42295.0,801
2010,1,A Line,Blue Line,Train,70583.0,54873.0,45957.0,801
2010,2,A Line,Blue Line,Train,77788.0,52018.0,49006.0,801
2010,3,A Line,Blue Line,Train,77806.0,52018.0,49006.0,801
2010,4,A Line,Blue Line,Train,77966.0,52018.0,49006.0,801
2010,5,A Line,Blue Line,Train,76368.0,52018.0,49006.0,801
2010,6,A Line,Blue Line,Train,82840.0,52018.0,49006.0,801
2010,7,A Line,Blue Line,Train,77545.0,54280.0,48850.0,801
2010,8,A Line,Blue Line,Train,81126.0,52018.0,49006.0,801
2010,9,A Line,Blue Line,Train,82542.0,52018.0,49006.0,801
2010,10,A Line,Blue Line,Train,77528.0,49469.0,43710.0,801
2010,11,A Line,Blue Line,Train,74832.0,47148.0,41133.0,801
2010,12,A Line,Blue Line,Train,71038.0,45028.0,35995.0,801
2011,1,A Line,Blue Line,Train,79709.0,49464.0,40998.0,801
2011,2,A Line,Blue Line,Train,80988.0,49378.0,44790.0,801
2011,3,A Line,Blue Line,Train,77805.0,55221.0,39584.0,801
2011,4,A Line,Blue Line,Train,82086.0,57946.0,49657.0,801
2011,5,A Line,Blue Line,Train,80223.0,51553.0,45678.0,801
2011,6,A Line,Blue Line,Train,84159.0,53922.0,47027.0,801
2011,7,A Line,Blue Line,Train,90109.0,60213.0,54155.0,801
2011,8,A Line,Blue Line,Train,82189.0,57645.0,47924.0,801
2011,9,A Line,Blue Line,Train,83385.0,58990.0,48791.0,801
2011,10,A Line,Blue Line,Train,77738.0,56637.0,45345.0,801
2011,11,A Line,Blue Line,Train,75250.0,56212.0,38171.0,801
2011,12,A Line,Blue Line,Train,73825.0,53007.0,42566.0,801
2012,1,A Line,Blue Line,Train,78515.0,58344.0,50849.0,801
2012,2,A Line,Blue Line,Train,83397.0,63495.0,51091.0,801
2012,3,A Line,Blue Line,Train,84952.0,61087.0,46081.0,801
2012,4,A Line,Blue Line,Train,84459.0,67856.0,54822.0,801
2012,5,A Line,Blue Line,Train,83396.0,66547.0,52157.0,801
2012,6,A Line,Blue Line,Train,89523.0,59718.0,47599.0,801
2012,7,A Line,Blue Line,Train,89155.0,61350.0,53559.0,801
2012,8,A Line,Blue Line,Train,92006.0,65686.0,54087.0,801
2012,9,A Line,Blue Line,Train,92120.0,66900.0,59554.0,801
2012,10,A Line,Blue Line,Train,92953.0,63619.0,62213.0,801
2012,11,A Line,Blue Line,Train,93201.0,67960.0,60585.0,801
2012,12,A Line,Blue Line,Train,91709.0,62780.0,59391.0,801
2013,1,A Line,Blue Line,Train,88846.0,55857.0,55515.0,801
2013,2,A Line,Blue Line,Train,88023.0,52314.0,54588.0,801
2013,3,A Line,Blue Line,Train,87421.0,55681.0,50937.0,801
2013,4,A Line,Blue Line,Train,87392.0,59762.0,49063.0,801
2013,5,A Line,Blue Line,Train,86310.0,59395.0,48436.0,801
2013,6,A Line,Blue Line,Train,86485.0,61314.0,48396.0,801
2013,7,A Line,Blue Line,Train,87597.0,61244.0,48641.0,801
2013,8,A Line,Blue Line,Train,87723.0,60840.0,48487.0,801
2013,9,A Line,Blue Line,Train,88619.0,61379.0,47866.0,801
2013,10,A Line,Blue Line,Train,88095.0,60339.0,46897.0,801
2013,11,A Line,Blue Line,Train,87242.0,59967.0,45786.0,801
2013,12,A Line,Blue Line,Train,84771.0,58544.0,44469.0,801
2014,1,A Line,Blue Line,Train,82383.0,55785.0,44016.0,801
2014,2,A Line,Blue Line,Train,82320.0,56582.0,43940.0,801
2014,3,A Line,Blue Line,Train,83862.0,54795.0,44374.0,801
2014,4,A Line,Blue Line,Train,85283.0,54927.0,44636.0,801
2014,5,A Line,Blue Line,Train,86065.0,56081.0,44917.0,801
2014,6,A Line,Blue Line,Train,87206.0,56113.0,45075.0,801
2014,7,A Line,Blue Line,Train,87516.0,56016.0,47945.0,801
2014,8,A Line,Blue Line,Train,87155.0,56386.0,47855.0,801
2014,9,A Line,Blue Line,Train,86204.0,57467.0,47431.0,801
2014,10,A Line,Blue Line,Train,85129.0,57399.0,47236.0,801
2014,11,A Line,Blue Line,Train,84838.0,56850.0,46950.0,801
2014,12,A Line,Blue Line,Train,82365.0,56963.0,47052.0,801
2015,1,A Line,Blue Line,Train,80777.0,58787.0,43009.0,801
2015,2,A Line,Blue Line,Train,80105.0,58548.0,44690.0,801
2015,3,A Line,Blue Line,Train,79668.0,56334.0,44901.0,801
2015,4,A Line,Blue Line,Train,79034.0,48680.0,40016.0,801
2015,5,A Line,Blue Line,Train,77286.0,46725.0,39822.0,801
2015,6,A Line,Blue Line,Train,78532.0,40919.0,34576.0,801
2015,7,A Line,Blue Line,Train,77414.0,41860.0,42080.0,801
2015,8,A Line,Blue Line,Train,76241.0,49358.0,43935.0,801
2015,9,A Line,Blue Line,Train,73880.0,52216.0,38241.0,801
2015,10,A Line,Blue Line,Train,72561.0,51104.0,38877.0,801
2015,11,A Line,Blue Line,Train,74207.0,44491.0,32588.0,801
2015,12,A Line,Blue Line,Train,72790.0,37743.0,27988.0,801
2016,1,A Line,Blue Line,Train,72879.0,52414.0,43665.0,801
2016,2,A Line,Blue Line,Train,74202.0,49272.0,44009.0,801
2016,3,A Line,Blue Line,Train,76003.0,48418.0,41034.0,801
2016,4,A Line,Blue Line,Train,77357.0,48566.0,40860.0,801
2016,5,A Line,Blue Line,Train,81389.0,58724.0,46988.0,801
2016,6,A Line,Blue Line,Train,83426.0,52095.0,40167.0,801
2016,7,A Line,Blue Line,Train,83612.0,50005.0,39273.0,801
2016,8,A Line,Blue Line,Train,81909.0,46306.0,35558.0,801
2016,9,A Line,Blue Line,Train,80516.0,47318.0,36995.0,801
2016,10,A Line,Blue Line,Train,78693.0,46010.0,37029.0,801
2016,11,A Line,Blue Line,Train,77996.0,44490.0,36471.0,801
2016,12,A Line,Blue Line,Train,76751.0,43670.0,35659.0,801
2017,1,A Line,Blue Line,Train,77430.0,43221.0,35742.0,801
2017,2,A Line,Blue Line,Train,74596.0,42866.0,33742.0,801
2017,3,A Line,Blue Line,Train,72822.0,42796.0,34671.0,801
2017,4,A Line,Blue Line,Train,69332.0,40510.0,35047.0,801
2017,5,A Line,Blue Line,Train,67670.0,40991.0,33879.0,801
2017,6,A Line,Blue Line,Train,68689.0,41995.0,33569.0,801
2017,7,A Line,Blue Line,Train,69000.0,41172.0,33239.0,801
2017,8,A Line,Blue Line,Train,72202.0,38514.0,34486.0,801
2017,9,A Line,Blue Line,Train,73016.0,38803.0,32070.0,801
2017,10,A Line,Blue Line,Train,73250.0,37759.0,32076.0,801
2017,11,A Line,Blue Line,Train,73949.0,36107.0,32519.0,801
2017,12,A Line,Blue Line,Train,73930.0,36285.0,31980.0,801
2018,1,A Line,Blue Line,Train,72920.0,33280.0,31196.0,801
2018,2,A Line,Blue Line,Train,69668.0,32694.0,29137.0,801
2018,3,A Line,Blue Line,Train,67572.0,30833.0,27873.0,801
2018,7,A Line,Blue Line,Train,62085.0,32128.0,27633.0,801
2018,8,A Line,Blue Line,Train,61965.0,32276.0,29195.0,801
2018,9,A Line,Blue Line,Train,62324.0,32224.0,29187.0,801
2018,10,A Line,Blue Line,Train,63008.0,30579.0,30314.0,801
2018,11,A Line,Blue Line,Train,63463.0,31963.0,30432.0,801
2018,12,A Line,Blue Line,Train,62458.0,32774.0,29419.0,801
2019,1,A Line,Blue Line,Train,61623.0,31994.0,29416.0,801
2019,2,A Line,Blue Line,Train,29774.0,20451.0,16318.0,801
2019,3,A Line,Blue Line,Train,30599.0,21283.0,18457.0,801
2019,4,A Line,Blue Line,Train,30092.0,21042.0,17347.0,801
2019,5,A Line,Blue Line,Train,29560.0,20272.0,17101.0,801
2019,6,A Line,Blue Line,Train,10950.0,8824.0,7889.0,801
2019,7,A Line,Blue Line,Train,11474.0,9492.0,8326.0,801
2019,8,A Line,Blue Line,Train,11938.0,9283.0,8384.0,801
2019,9,A Line,Blue Line,Train,12528.0,9563.0,7608.0,801
2019,10,A Line,Blue Line,Train,12322.0,8633.0,7344.0,801
2019,11,A Line,Blue Line,Train,44578.0,32434.0,24287.0,801
2019,12,A Line,Blue Line,Train,45467.0,30404.0,24585.0,801
2020,1,A Line,Blue Line,Train,50456.0,38169.0,26996.0,801
2020,2,A Line,Blue Line,Train,52957.0,35489.0,28804.0,801
2020,3,A Line,Blue Line,Train,34721.0,20202.0,19976.0,801
2020,4,A Line,Blue Line,Train,17826.0,13536.0,10955.0,801
2020,5,A Line,Blue Line,Train,20003.0,14976.0,11988.0,801
2020,6,A Line,Blue Line,Train,22086.0,17812.0,14246.0,801
2020,7,A Line,Blue Line,Train,22854.0,17525.0,17026.0,801
2020,8,A Line,Blue Line,Train,22741.0,17799.0,14646.0,801
2020,9,A Line,Blue Line,Train,24239.0,18464.0,16046.0,801
2020,10,A Line,Blue Line,Train,24909.0,19142.0,15925.0,801
2020,11,A Line,Blue Line,Train,24368.0,17397.0,15074.0,801
2020,12,A Line,Blue Line,Train,22411.0,16969.0,14207.0,801
2021,1,A Line,Blue Line,Train,22330.0,15907.0,14004.0,801
2021,2,A Line,Blue Line,Train,23527.0,18552.0,16102.0,801
2021,3,A Line,Blue Line,Train,24143.0,19940.0,14885.0,801
2021,4,A Line,Blue Line,Train,26652.0,20931.0,17036.0,801
2021,5,A Line,Blue Line,Train,26194.0,20796.0,17059.0,801
2021,6,A Line,Blue Line,Train,27349.0,22340.0,18381.0,801
2021,7,A Line,Blue Line,Train,28923.0,20895.0,18187.0,801
2021,8,A Line,Blue Line,Train,29298.0,19405.0,16653.0,801
2021,9,A Line,Blue Line,Train,30758.0,21158.0,18133.0,801
2021,10,A Line,Blue Line,Train,30842.0,20231.0,17567.0,801
2021,11,A Line,Blue Line,Train,31909.0,21979.0,18655.0,801
2021,12,A Line,Blue Line,Train,29571.0,,17600.0,801
2022,1,A Line,Blue Line,Train,30439.0,21590.0,18225.0,801
2022,2,A Line,Blue Line,Train,33604.0,23152.0,20573.0,801
2022,3,A Line,Blue Line,Train,35765.0,22644.0,19338.0,801
2022,4,A Line,Blue Line,Train,34231.0,23718.0,20006.0,801
2022,5,A Line,Blue Line,Train,34970.0,24017.0,20504.0,801
2022,6,A Line,Blue Line,Train,34485.0,25568.0,21308.0,801
2022,7,A Line,Blue Line,Train,34715.0,27108.0,22978.0,801
2022,8,A Line,Blue Line,Train,35014.0,25074.0,21602.0,801
2022,9,A Line,Blue Line,Train,37032.0,25909.0,23276.0,801
2022,10,A Line,Blue Line,Train,37354.0,28386.0,23702.0,801
2022,11,A Line,Blue Line,Train,34827.0,26555.0,20843.0,801
2022,12,A Line,Blue Line,Train,33494.0,21942.0,20664.0,801
2023,1,A Line,Blue Line,Train,34453.0,25531.0,21648.0,801
2023,2,A Line,Blue Line,Train,36979.0,24921.0,22966.0,801
2023,3,A Line,Blue Line,Train,35041.0,24617.0,21234.0,801
2023,4,A Line,Blue Line,Train,35478.0,30557.0,24915.0,801
2023,5,A Line,Blue Line,Train,34999.0,25743.0,22315.0,801
2023,6,A Line,Blue Line,Train,35126.0,29210.0,24923.0,801
2023,7,A Line,Blue Line,Train,54527.0,45784.0,41247.0,801
2023,8,A Line,Blue Line,Train,57900.0,46771.0,37723.0,801
2023,9,A Line,Blue Line,Train,59614.0,46758.0,39305.0,801
2023,10,A Line,Blue Line,Train,61892.0,47893.0,45797.0,801
2023,11,A Line,Blue Line,Train,61045.0,48479.0,39687.0,801
2023,12,A Line,Blue Line,Train,59406.0,44905.0,42485.0,801
2024,1,A Line,Blue Line,Train,60608.0,45047.0,38982.0,801
2024,2,A Line,Blue Line,Train,61342.0,50595.0,50013.0,801
2024,3,A Line,Blue Line,Train,67263.0,46467.0,42263.0,801
2024,4,A Line,Blue Line,Train,66807.0,54085.0,43616.0,801
2024,5,A Line,Blue Line,Train,69216.0,50625.0,44306.0,801
2024,6,A Line,Blue Line,Train,67061.0,53536.0,46526.0,801
2024,7,A Line,Blue Line,Train,65251.0,51271.0,46267.0,801
2024,8,A Line,Blue Line,Train,67589.0,51716.0,46312.0,801
2024,9,A Line,Blue Line,Train,70902.0,49665.0,45014.0,801
2024,10,A Line,Blue Line,Train,70169.0,55138.0,46079.0,801
2024,11,A Line,Blue Line,Train,70425.0,53867.0,43264.0,801
2024,12,A Line,Blue Line,Train,64566.0,47118.0,38623.0,801
2025,1,A Line,Blue Line,Train,58834.0,44450.0,37133.0,801
2025,2,A Line,Blue Line,Train,67490.0,52478.0,44830.0,801
2025,3,A Line,Blue Line,Train,65795.0,56100.0,47191.0,801
2025,4,A Line,Blue Line,Train,70343.0,58227.0,46059.0,801
2025,5,A Line,Blue Line,Train,68379.0,50675.0,42480.0,801
2025,6,A Line,Blue Line,Train,63180.0,49183.0,44403.0,801
2009,1,B Line,Red Line,Train,140943.0,87840.0,80206.0,802
2009,2,B Line,Red Line,Train,141815.0,90746.0,75754.0,802
2009,3,B Line,Red Line,Train,150511.0,97268.0,80497.0,802
2009,4,B Line,Red Line,Train,151152.0,96636.0,89735.0,802
2009,5,B Line,Red Line,Train,154355.0,98288.0,84580.0,802
2009,6,B Line,Red Line,Train,156562.0,95809.0,75294.0,802
2009,7,B Line,Red Line,Train,162720.0,99928.0,81324.0,802
2009,8,B Line,Red Line,Train,158305.0,98210.0,81679.0,802
2009,9,B Line,Red Line,Train,149597.0,94370.0,77647.0,802
2009,10,B Line,Red Line,Train,141302.0,98380.0,78589.0,802
2009,11,B Line,Red Line,Train,139140.0,88415.0,73514.0,802
2009,12,B Line,Red Line,Train,137296.0,80492.0,69525.0,802
2010,1,B Line,Red Line,Train,139409.0,94338.0,76769.0,802
2010,2,B Line,Red Line,Train,147482.0,93576.0,82719.0,802
2010,3,B Line,Red Line,Train,155463.0,102709.0,81961.0,802
2010,4,B Line,Red Line,Train,152507.0,104869.0,82792.0,802
2010,5,B Line,Red Line,Train,151523.0,106713.0,77701.0,802
2010,6,B Line,Red Line,Train,162648.0,101950.0,82892.0,802
2010,7,B Line,Red Line,Train,154450.0,100390.0,80310.0,802
2010,8,B Line,Red Line,Train,150435.0,101190.0,82843.0,802
2010,9,B Line,Red Line,Train,148214.0,100936.0,81065.0,802
2010,10,B Line,Red Line,Train,143174.0,93780.0,76831.0,802
2010,11,B Line,Red Line,Train,136569.0,89148.0,73290.0,802
2010,12,B Line,Red Line,Train,133099.0,83318.0,66532.0,802
2011,1,B Line,Red Line,Train,143634.0,91154.0,68127.0,802
2011,2,B Line,Red Line,Train,143387.0,94720.0,69863.0,802
2011,3,B Line,Red Line,Train,144093.0,99973.0,68133.0,802
2011,4,B Line,Red Line,Train,148057.0,97013.0,79110.0,802
2011,5,B Line,Red Line,Train,144244.0,98574.0,71577.0,802
2011,6,B Line,Red Line,Train,155975.0,93465.0,72715.0,802
2011,7,B Line,Red Line,Train,171163.0,92171.0,74186.0,802
2011,8,B Line,Red Line,Train,159302.0,100728.0,80785.0,802
2011,9,B Line,Red Line,Train,152706.0,96760.0,76175.0,802
2011,10,B Line,Red Line,Train,145737.0,86230.0,74723.0,802
2011,11,B Line,Red Line,Train,140363.0,77255.0,60157.0,802
2011,12,B Line,Red Line,Train,141680.0,75326.0,66774.0,802
2012,1,B Line,Red Line,Train,144854.0,84848.0,74037.0,802
2012,2,B Line,Red Line,Train,148180.0,89593.0,70330.0,802
2012,3,B Line,Red Line,Train,151757.0,88870.0,69912.0,802
2012,4,B Line,Red Line,Train,149917.0,95348.0,83697.0,802
2012,5,B Line,Red Line,Train,151751.0,100245.0,82533.0,802
2012,6,B Line,Red Line,Train,163510.0,92034.0,74864.0,802
2012,7,B Line,Red Line,Train,151309.0,86941.0,78265.0,802
2012,8,B Line,Red Line,Train,154025.0,90817.0,79423.0,802
2012,9,B Line,Red Line,Train,155940.0,91739.0,81113.0,802
2012,10,B Line,Red Line,Train,157605.0,97768.0,84308.0,802
2012,11,B Line,Red Line,Train,158321.0,96572.0,83192.0,802
2012,12,B Line,Red Line,Train,158830.0,95876.0,84580.0,802
2013,1,B Line,Red Line,Train,158328.0,89906.0,81175.0,802
2013,2,B Line,Red Line,Train,157764.0,92173.0,78714.0,802
2013,3,B Line,Red Line,Train,158754.0,96842.0,76142.0,802
2013,4,B Line,Red Line,Train,157429.0,97782.0,73156.0,802
2013,5,B Line,Red Line,Train,157257.0,101440.0,73874.0,802
2013,6,B Line,Red Line,Train,161010.0,102100.0,69442.0,802
2013,7,B Line,Red Line,Train,162746.0,104060.0,71990.0,802
2013,8,B Line,Red Line,Train,164081.0,107995.0,74028.0,802
2013,9,B Line,Red Line,Train,167839.0,110887.0,71874.0,802
2013,10,B Line,Red Line,Train,169478.0,113742.0,69070.0,802
2013,11,B Line,Red Line,Train,169562.0,110122.0,68740.0,802
2013,12,B Line,Red Line,Train,165526.0,115287.0,66393.0,802
2014,1,B Line,Red Line,Train,162873.0,107417.0,67240.0,802
2014,2,B Line,Red Line,Train,158086.0,111301.0,65647.0,802
2014,3,B Line,Red Line,Train,148484.0,108155.0,70882.0,802
2014,4,B Line,Red Line,Train,147777.0,105849.0,72441.0,802
2014,5,B Line,Red Line,Train,146299.0,104051.0,74860.0,802
2014,6,B Line,Red Line,Train,149456.0,99993.0,75773.0,802
2014,7,B Line,Red Line,Train,150774.0,102471.0,79036.0,802
2014,8,B Line,Red Line,Train,152105.0,98810.0,83408.0,802
2014,9,B Line,Red Line,Train,153343.0,99353.0,81489.0,802
2014,10,B Line,Red Line,Train,153957.0,100697.0,83611.0,802
2014,11,B Line,Red Line,Train,154618.0,96163.0,83146.0,802
2014,12,B Line,Red Line,Train,150421.0,95624.0,84974.0,802
2015,1,B Line,Red Line,Train,149377.0,94214.0,83699.0,802
2015,2,B Line,Red Line,Train,147469.0,93014.0,80746.0,802
2015,3,B Line,Red Line,Train,146525.0,93959.0,76581.0,802
2015,4,B Line,Red Line,Train,140947.0,92548.0,77390.0,802
2015,5,B Line,Red Line,Train,138307.0,94501.0,78959.0,802
2015,6,B Line,Red Line,Train,140873.0,93958.0,80184.0,802
2015,7,B Line,Red Line,Train,143249.0,93605.0,86211.0,802
2015,8,B Line,Red Line,Train,143046.0,95225.0,84460.0,802
2015,9,B Line,Red Line,Train,142615.0,94120.0,83409.0,802
2015,10,B Line,Red Line,Train,145556.0,96804.0,81892.0,802
2015,11,B Line,Red Line,Train,145135.0,96877.0,80068.0,802
2015,12,B Line,Red Line,Train,143708.0,96678.0,76928.0,802
2016,1,B Line,Red Line,Train,141635.0,96142.0,76099.0,802
2016,2,B Line,Red Line,Train,142319.0,94205.0,76476.0,802
2016,3,B Line,Red Line,Train,142270.0,95187.0,77111.0,802
2016,4,B Line,Red Line,Train,139663.0,91338.0,77808.0,802
2016,5,B Line,Red Line,Train,134295.0,86900.0,74840.0,802
2016,6,B Line,Red Line,Train,146991.0,84758.0,73915.0,802
2016,7,B Line,Red Line,Train,149096.0,81405.0,74609.0,802
2016,8,B Line,Red Line,Train,147638.0,87279.0,73867.0,802
2016,9,B Line,Red Line,Train,147792.0,84378.0,73031.0,802
2016,10,B Line,Red Line,Train,141053.0,89513.0,72957.0,802
2016,11,B Line,Red Line,Train,143692.0,92911.0,70511.0,802
2016,12,B Line,Red Line,Train,144339.0,92107.0,69866.0,802
2017,1,B Line,Red Line,Train,145286.0,90373.0,68400.0,802
2017,2,B Line,Red Line,Train,143964.0,91685.0,67751.0,802
2017,3,B Line,Red Line,Train,144327.0,90593.0,65342.0,802
2017,4,B Line,Red Line,Train,145321.0,92475.0,58740.0,802
2017,5,B Line,Red Line,Train,143120.0,94402.0,62106.0,802
2017,6,B Line,Red Line,Train,143445.0,99782.0,63804.0,802
2017,7,B Line,Red Line,Train,142338.0,96081.0,61375.0,802
2017,8,B Line,Red Line,Train,141471.0,98719.0,65525.0,802
2017,9,B Line,Red Line,Train,139826.0,96135.0,66296.0,802
2017,10,B Line,Red Line,Train,139075.0,100986.0,70026.0,802
2017,11,B Line,Red Line,Train,139649.0,97575.0,69154.0,802
2017,12,B Line,Red Line,Train,136834.0,85694.0,67674.0,802
2018,1,B Line,Red Line,Train,138140.0,85167.0,69241.0,802
2018,2,B Line,Red Line,Train,138610.0,83740.0,67075.0,802
2018,3,B Line,Red Line,Train,135626.0,82035.0,68674.0,802
2018,7,B Line,Red Line,Train,135985.0,82756.0,69629.0,802
2018,8,B Line,Red Line,Train,135626.0,81407.0,73704.0,802
2018,9,B Line,Red Line,Train,138171.0,83801.0,71739.0,802
2018,10,B Line,Red Line,Train,138556.0,82630.0,69353.0,802
2018,11,B Line,Red Line,Train,138937.0,77120.0,71238.0,802
2018,12,B Line,Red Line,Train,140006.0,77786.0,72050.0,802
2019,1,B Line,Red Line,Train,139759.0,78342.0,71760.0,802
2019,2,B Line,Red Line,Train,139850.0,77831.0,69648.0,802
2019,3,B Line,Red Line,Train,136622.0,76355.0,68962.0,802
2019,4,B Line,Red Line,Train,135951.0,77066.0,67228.0,802
2019,5,B Line,Red Line,Train,134329.0,79423.0,62894.0,802
2019,6,B Line,Red Line,Train,132859.0,79348.0,63600.0,802
2019,7,B Line,Red Line,Train,130228.0,79572.0,61923.0,802
2019,8,B Line,Red Line,Train,127642.0,76831.0,62511.0,802
2019,9,B Line,Red Line,Train,131033.0,75981.0,62704.0,802
2019,10,B Line,Red Line,Train,131696.0,75594.0,61879.0,802
2019,11,B Line,Red Line,Train,130623.0,75032.0,62985.0,802
2019,12,B Line,Red Line,Train,130522.0,73647.0,60933.0,802
2020,1,B Line,Red Line,Train,133715.0,72692.0,61806.0,802
2020,2,B Line,Red Line,Train,133755.0,80847.0,61695.0,802
2020,3,B Line,Red Line,Train,79771.0,41631.0,40449.0,802
2020,4,B Line,Red Line,Train,42206.0,28454.0,22502.0,802
